Ref_Date,GEO,AGE,SEX,MHWBPROF,UNIT,Value
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, days extremely stressful",Coefficient of variation for percent,4.2
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated",Number of persons,77450
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated","Low 95% confidence interval, number of persons",59444
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated","High 95% confidence interval, number of persons",95455
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated",Coefficient of variation for number of persons,11.9
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated",Percent,0.5
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated","Low 95% confidence interval, percent",0.4
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated","High 95% confidence interval, percent",0.7
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, not stated",Coefficient of variation for percent,11.9
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Number of persons,17133721
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","Low 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","High 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Percent,100
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,"Total population for the variable contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Number of persons,1835364
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","Low 95% confidence interval, number of persons",1739383
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","High 95% confidence interval, number of persons",1931344
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Coefficient of variation for number of persons,2.7
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Percent,10.7
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","Low 95% confidence interval, percent",10.2
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","High 95% confidence interval, percent",11.3
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Coefficient of variation for percent,2.7
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Number of persons,15207088
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","Low 95% confidence interval, number of persons",15110620
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","High 95% confidence interval, number of persons",15303556
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Coefficient of variation for number of persons,0.3
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Percent,88.8
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","Low 95% confidence interval, percent",88.2
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs","High 95% confidence interval, percent",89.3
2002,Canada,25 to 64 years,Both sexes,"No contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs",Coefficient of variation for percent,0.3
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated",Number of persons,91269
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated","Low 95% confidence interval, number of persons",69591
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated","High 95% confidence interval, number of persons",112947
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated",Coefficient of variation for number of persons,12.1
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated",Percent,0.5
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated","Low 95% confidence interval, percent",0.4
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated","High 95% confidence interval, percent",0.7
2002,Canada,25 to 64 years,Both sexes,"Contact with services and support for problems concerning emotions, mental health or use of alcohol and drugs, not stated",Coefficient of variation for percent,12.1
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,Number of persons,17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,"Low 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,"High 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,Percent,100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable health care needs associated with mental health problems,Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet",Number of persons,770604
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet","Low 95% confidence interval, number of persons",707232
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet","High 95% confidence interval, number of persons",833976
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet",Coefficient of variation for number of persons,4.2
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet",Percent,4.5
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet","Low 95% confidence interval, percent",4.1
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet","High 95% confidence interval, percent",4.9
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, unmet",Coefficient of variation for percent,4.2
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met",Number of persons,16285947
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met","Low 95% confidence interval, number of persons",16220660
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met","High 95% confidence interval, number of persons",16351234
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met",Coefficient of variation for number of persons,0.2
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met",Percent,95.1
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met","Low 95% confidence interval, percent",94.7
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met","High 95% confidence interval, percent",95.4
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, met",Coefficient of variation for percent,0.2
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated",Number of persons,77170
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated","Low 95% confidence interval, number of persons",55699
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated","High 95% confidence interval, number of persons",98640
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated",Coefficient of variation for number of persons,14.2
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated",Percent,0.5
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated","Low 95% confidence interval, percent",0.3
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated","High 95% confidence interval, percent",0.6
2002,Canada,25 to 64 years,Both sexes,"Health care needs associated with mental health problems, not stated",Coefficient of variation for percent,14.2
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,Number of persons,17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,"Low 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,"High 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,Percent,100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to accessibility issues,Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,Number of persons,104407
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,"Low 95% confidence interval, number of persons",85870
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,"High 95% confidence interval, number of persons",122944
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,Coefficient of variation for number of persons,9.1
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,Percent,0.6
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,"Low 95% confidence interval, percent",0.5
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,"High 95% confidence interval, percent",0.7
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to accessibility issues,Coefficient of variation for percent,9.1
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Number of persons,16944231
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"Low 95% confidence interval, number of persons",16915416
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"High 95% confidence interval, number of persons",16973046
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Coefficient of variation for number of persons,0.1
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Percent,98.9
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"Low 95% confidence interval, percent",98.7
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,"High 95% confidence interval, percent",99.1
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to accessibility issues,Coefficient of variation for percent,0.1
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Number of persons,85083
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","Low 95% confidence interval, number of persons",62537
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","High 95% confidence interval, number of persons",107629
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Coefficient of variation for number of persons,13.5
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Percent,0.5
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","Low 95% confidence interval, percent",0.4
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated","High 95% confidence interval, percent",0.6
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to accessibility issues, not stated",Coefficient of variation for percent,13.5
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Number of persons,17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"Low 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"High 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Percent,100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to acceptability issues,Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Number of persons,553985
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"Low 95% confidence interval, number of persons",501019
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"High 95% confidence interval, number of persons",606951
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Coefficient of variation for number of persons,4.9
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Percent,3.2
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"Low 95% confidence interval, percent",2.9
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,"High 95% confidence interval, percent",3.5
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to acceptability issues,Coefficient of variation for percent,4.9
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Number of persons,16494653
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"Low 95% confidence interval, number of persons",16438831
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"High 95% confidence interval, number of persons",16550474
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Coefficient of variation for number of persons,0.2
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Percent,96.3
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"Low 95% confidence interval, percent",95.9
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,"High 95% confidence interval, percent",96.6
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to acceptability issues,Coefficient of variation for percent,0.2
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Number of persons,85083
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","Low 95% confidence interval, number of persons",62537
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","High 95% confidence interval, number of persons",107629
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Coefficient of variation for number of persons,13.5
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Percent,0.5
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","Low 95% confidence interval, percent",0.4
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated","High 95% confidence interval, percent",0.6
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to acceptability issues, not stated",Coefficient of variation for percent,13.5
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Number of persons,17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"Low 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"High 95% confidence interval, number of persons",17133721
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Percent,100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Both sexes,Total population for the variable barriers accessing mental health services due to availability issues,Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,Number of persons,156004
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,"Low 95% confidence interval, number of persons",123881
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,"High 95% confidence interval, number of persons",188126
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,Coefficient of variation for number of persons,10.5
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,Percent,0.9
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,"Low 95% confidence interval, percent",0.7
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,"High 95% confidence interval, percent",1.1
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services encountered due to availability issues,Coefficient of variation for percent,10.5
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Number of persons,16892634
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"Low 95% confidence interval, number of persons",16853785
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"High 95% confidence interval, number of persons",16931483
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Coefficient of variation for number of persons,0.1
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Percent,98.6
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"Low 95% confidence interval, percent",98.4
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,"High 95% confidence interval, percent",98.8
2002,Canada,25 to 64 years,Both sexes,Barriers accessing mental health services not encountered due to availability issues,Coefficient of variation for percent,0.1
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Number of persons,85083
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","Low 95% confidence interval, number of persons",62537
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","High 95% confidence interval, number of persons",107629
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Coefficient of variation for number of persons,13.5
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Percent,0.5
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","Low 95% confidence interval, percent",0.4
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated","High 95% confidence interval, percent",0.6
2002,Canada,25 to 64 years,Both sexes,"Barriers accessing mental health services due to availability issues, not stated",Coefficient of variation for percent,13.5
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,Number of persons,8543283
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,"Low 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,"High 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,Percent,100
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable major depressive episode,Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met",Number of persons,323529
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met","Low 95% confidence interval, number of persons",283129
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met","High 95% confidence interval, number of persons",363928
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met",Coefficient of variation for number of persons,6.4
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met",Percent,3.8
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met","Low 95% confidence interval, percent",3.3
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met","High 95% confidence interval, percent",4.3
2002,Canada,25 to 64 years,Males,"Major depressive episode, all measured criteria are met",Coefficient of variation for percent,6.4
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met",Number of persons,8190451
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met","Low 95% confidence interval, number of persons",8146986
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met","High 95% confidence interval, number of persons",8233916
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met",Coefficient of variation for number of persons,0.3
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met",Percent,95.9
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met","Low 95% confidence interval, percent",95.4
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met","High 95% confidence interval, percent",96.4
2002,Canada,25 to 64 years,Males,"Major depressive episode, measured criteria not met",Coefficient of variation for percent,0.3
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated",Number of persons,29303
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated","Low 95% confidence interval, number of persons",14772
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated","High 95% confidence interval, number of persons",43834
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated",Coefficient of variation for number of persons,25.3
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated",Percent,0.3
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated","Low 95% confidence interval, percent",0.2
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated","High 95% confidence interval, percent",0.5
2002,Canada,25 to 64 years,Males,"Major depressive episode, not stated",Coefficient of variation for percent,25.3
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),Number of persons,8543283
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),"Low 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),"High 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),Percent,100
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable manic episode (mania),Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met",Number of persons,89904
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met","Low 95% confidence interval, number of persons",69927
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met","High 95% confidence interval, number of persons",109881
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met",Coefficient of variation for number of persons,11.3
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met",Percent,1.1
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met","Low 95% confidence interval, percent",0.8
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met","High 95% confidence interval, percent",1.3
2002,Canada,25 to 64 years,Males,"Manic episode (mania), all measured criteria are met",Coefficient of variation for percent,11.3
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met",Number of persons,8425976
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met","Low 95% confidence interval, number of persons",8403204
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met","High 95% confidence interval, number of persons",8448748
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met",Coefficient of variation for number of persons,0.1
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met",Percent,98.6
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met","Low 95% confidence interval, percent",98.4
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met","High 95% confidence interval, percent",98.9
2002,Canada,25 to 64 years,Males,"Manic episode (mania), measured criteria not met",Coefficient of variation for percent,0.1
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated",Number of persons,27403
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated","Low 95% confidence interval, number of persons",16161
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated","High 95% confidence interval, number of persons",38645
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated",Coefficient of variation for number of persons,20.9
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated",Percent,0.3
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated","Low 95% confidence interval, percent",0.2
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated","High 95% confidence interval, percent",0.5
2002,Canada,25 to 64 years,Males,"Manic episode (mania), not stated",Coefficient of variation for percent,20.9
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,Number of persons,8543283
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,"Low 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,"High 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,Percent,100
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable panic disorder,Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met",Number of persons,100314
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met","Low 95% confidence interval, number of persons",77786
